ID,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_text,ierc_4,ierc_5,ierc_6,iris_1,iris_2,iris_3,iris_4,iris_5,iris_6,iris_7,iris_8,iris_9,iris_10,iris_11,iris_12,iris_13,iris_14,iris_15,iris_16,iris_17,iris_18,iris_19,iris_20,iris_21,iris_22,iris_23,iris_24,iris_25,iris_26,iris_27,iris_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,ppass_1,ppass_2,ppass_3,ppass_4,ppass_5,ppass_6,ppass_7,ppass_8,ppass_9,ppass_10,ppass_11,ppass_12,ppass_13,ppass_14,ppass_15,ppass_16,ppass_17,ppass_18,ppass_19,ppass_20,ppass_21,ppass_22,ppass_23,ppass_24,sdt_1,sdt_2,sdt_3,sdt_4,sdt_5,sdt_6,sdt_7,sdt_8,sdt_9,sdt_10,sdt_11,sdt_12,sdt_13,sdt_14,sdt_15,sdt_16,sdt_17,sdt_18,sdt_19,sdt_20,sdt_21,sdt_22,sdt_23,sdt_24,bnsr_1,bnsr_2,bnsr_3,bnsr_4,bnsr_5,bnsr_6,bnsr_7,bnsr_8,bnsr_9,cerq_1,cerq_2,cerq_3,cerq_4,cerq_5,cerq_6,cerq_7,cerq_8,cerq_9,cerq_10,cerq_11,cerq_12,cerq_13,cerq_14,cerq_15,cerq_16,cerq_17,cerq_18,ders_1,ders_2,ders_3,ders_4,ders_5,ders_6,ders_7,ders_8,ders_9,ders_10,ders_11,ders_12,ders_13,ders_14,ders_15,ders_16,ders_17,ders_18,ders_19,ders_20,ders_21,ders_22,ders_23,ders_24,ders_25,ders_26,ders_27,ders_28,ders_29,ders_30,ders_31,ders_32,ders_33,ders_34,ders_35,ders_36,age#1_1,age#2_1,age#3_1,gender,gender_5_text,s_orientation,s_orientation_6_text,relationship,race,home,home_3_text,home_who,home_who_9_text,dependent,first_gen,income,iris_r,iris_h,iris_cs,iris_pp,ppass_limits,ppass_reason,ppass_aware,ppass_threat,ppass_guilt,ppass_perform
8073,my roommate was annoying me,"annoyed, iritated","tried to reason w me, reminded me that it was only temporary",1,NA,my father,3,1,1,9,1,6,8,9,5,9,8,2,8,7,6,8,6,4,6,2,7,2,5,9,6,2,8,2,8,8,6,7,6,6,5,5,5,3,5,3,2,7,5,6,5,6,2,4,6,4,5,2,2,3,3,2,3,5,4,5,4,4,3,3,3,3,2,4,3,3,2,4,3,4,3,3,3,5,2,4,3,3,2,7,7,7,1,6,1,7,7,3,4,4,3,3,3,4,2,2,3,3,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,2,3,2,2,3,2,2,3,4,3,4,4,4,2,3,4,3,3,2,3,3,3,3,3,29,104,2,NA,1,NA,1,23,2,NA,6,NA,1,2,7,78,20,53,11,21,19,20,15,8,14
8074,I was really struggling in my physics class my junior year of highschool.,"I was feeling a mix of anger, anxiousness, and sadness.",My dad tried to learn the concepts and sat with me and helped solve problems. He would stay up at night to try to help me.,2,NA,my mother,1,1,4,6,7,6,4,7,3,7,5,6,6,6,6,6,6,4,4,5,5,6,6,4,7,3,5,7,6,3,6,4,5,5,5,5,4,4,4,5,5,4,2,4,6,5,3,2,6,5,5,6,6,3,6,6,6,4,2,3,5,2,5,2,5,3,4,2,4,3,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,4,5,3,5,3,3,4,4,4,4,3,4,4,2,3,5,3,2,3,3,3,2,3,3,3,4,4,5,2,2,4,3,3,3,4,2,2,3,2,2,2,3,3,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,7,28,104,2,NA,1,NA,2,1,2,NA,6,NA,1,1,8,58,41,38,13,17,15,13,21,20,22
8075,Because I can't meet my parents when I study abroad now,anxious,Encourage me to face the dilemma alone,1,NA,father,3,1,6,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,5,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,12,22,100,1,NA,1,NA,2,1,1,NA,6,NA,2,1,6,75,49,47,21,17,19,19,17,19,18
8076,I was upset about the possibility that I had not passed a class I had been taking that was vital to my transfer acceptance,"i felt anxious, worried, scared and also in a way regretful of how I handled the course.",She checked on me and reassured that I would do fine like I always do. she hugged and consoled me and reminded me that even if the outcome was not what I wanted that that would not be the final result for me. I could always try again.,1,NA,no one,1,1,8,7,1,9,9,9,1,9,9,1,9,7,7,9,7,9,9,1,9,1,9,9,1,9,9,1,7,9,6,6,6,7,7,7,5,1,7,1,2,7,7,6,1,1,1,6,7,1,6,1,1,5,1,1,1,6,6,5,3,4,1,5,1,4,1,5,1,5,1,5,2,5,1,5,1,4,3,5,1,5,1,7,7,7,1,7,1,7,7,2,2,5,5,3,4,4,2,5,4,2,2,5,2,2,5,2,3,2,4,5,1,2,2,5,3,5,2,5,2,2,2,1,1,1,5,2,2,4,2,5,1,5,1,3,1,1,2,2,1,1,4,5,1,2,3,19,102,2,NA,1,NA,1,2,1,NA,1,NA,1,1,3,96,7,55,27,28,22,25,4,5,4
8077,I was upset because I discovered that one of my previous friends from high school was spreading false rumors about me.,"sad, angry, frustrated, upset",My mother comforted me when I was crying and told me that it wasn't fair and that it's better if I don't make friends like that.,1,NA,my father,1,1,8,5,2,7,2,9,1,7,1,2,7,1,7,7,1,7,7,1,1,2,7,7,3,2,3,2,1,2,5,5,4,4,4,5,2,6,4,7,6,4,5,3,6,5,4,1,2,6,1,5,5,3,7,4,4,2,1,3,3,4,3,2,3,3,3,4,2,3,3,3,5,3,2,3,3,3,4,4,2,2,3,2,3,2,5,3,6,3,2,6,4,3,5,3,4,2,1,2,2,2,2,2,2,2,2,3,2,1,1,2,4,2,3,2,1,1,4,2,1,4,2,1,2,2,2,4,2,2,2,1,5,4,1,2,1,4,1,4,4,1,2,4,2,2,8,20,103,2,NA,1,NA,1,1,2,NA,6,NA,2,1,5,71,13,12,16,16,10,7,25,19,21
8078,"I was upset because I scored poorly on an exam. I had a mental breakdown because I made sure to study beforehand, created a study guide, and redid all the homework to make sure I was well-prepared for the exam.",I was feeling incompetent and frustrated.,My mother made me realize that one bad score does not define me. She helped me create a plan to help make-up for the bad score.,1,NA,Just my mother.,1,2,8,8,1,8,9,8,2,8,9,1,8,9,7,9,9,8,6,5,8,5,8,8,2,7,6,2,8,9,6,5,6,5,5,5,4,5,6,3,5,5,4,5,5,4,3,4,4,5,4,4,5,4,5,3,5,2,4,4,4,4,3,2,4,2,3,4,3,2,4,2,3,3,2,2,4,2,4,3,2,2,4,5,4,7,4,5,3,3,6,4,2,3,2,4,2,2,1,2,3,1,1,2,2,3,3,3,2,1,3,2,4,3,3,1,3,2,3,2,3,4,4,3,2,2,3,4,3,2,3,3,4,2,3,4,3,2,4,4,4,2,4,1,3,4,3,27,102,2,NA,1,NA,1,3,1,NA,13,NA,1,1,3,85,18,60,23,19,15,17,20,16,16
8079,I was recently upset because I couldn't get any classes for next quarter.,"This stressed me out and made me feel like I shouldn't even be in college, and I can't even afford to me be here. It wasn't the classes that made me upset it was just the cherry on top off my college and money stress. I would say that I felt overwhelmed at that moment.","I basically tell my mom everything, so I just dumped how I was feeling and she just listened. She told me just think positive, and that college may be stressful and expensive, but I need to see it as an investment that will make my life better in the future. She also always tells me I need to time manage better and also not procrastinate, because it makes me more overwhelmed.",1,NA,My younger sister,1,1,7,8,5,8,8,7,3,6,7,4,7,8,7,7,8,7,8,4,7,3,6,8,3,2,6,4,2,6,6,5,5,6,5,3,5,6,3,6,6,4,3,2,6,5,6,3,5,5,2,3,3,4,5,5,4,3,4,4,5,4,2,3,4,3,4,4,2,3,3,4,2,4,2,4,4,3,4,4,2,3,4,3,5,5,3,2,4,3,3,3,4,3,2,3,4,2,2,3,2,1,3,4,2,2,3,2,4,2,4,3,3,2,2,3,4,3,2,3,4,4,4,4,4,4,3,3,2,2,2,3,2,3,3,4,2,2,2,3,2,1,2,3,3,4,10,2,104,2,NA,2,NA,1,35,1,NA,124,NA,1,1,3,77,26,48,15,14,14,13,22,20,18
8080,I was upset because I wasn't able to get tickets to see my favorite band. I had previously tried multiple times but still could not get them.,I was feeling sad.,"When talking to my mom, she helped me manage my emotions by telling me that it was okay and that there would be more opportunities to see them. She told me that it is okay to be sad or upset but to think positively and look forward to the next time they hold concerts. She told me not to let this one thing ruin the rest of my day; it was something minor and that I would be okay.",1,NA,My grandma,2,1,7,7,1,7,9,9,1,9,9,1,9,7,8,9,5,5,8,1,9,1,1,8,1,1,8,1,8,9,7,6,7,7,7,7,5,1,6,6,1,7,7,5,1,1,1,6,6,1,6,1,1,5,1,1,1,6,6,4,2,5,3,5,1,5,1,4,1,4,2,4,4,4,1,5,1,5,1,5,1,5,1,6,6,7,1,5,1,6,6,1,4,4,5,3,4,4,4,5,2,1,4,4,5,1,4,5,1,1,3,4,2,2,2,4,4,5,1,5,1,1,2,1,1,1,4,2,1,4,1,4,2,4,1,2,1,1,2,1,1,1,2,4,2,2,10,26,104,2,NA,1,NA,1,3,2,NA,6,NA,2,2,3,91,7,54,7,26,21,25,4,4,9
8081,When my bf cheated on me.,"Sad, anger, hurt, rage",They just hugged me while I was crying. They let me talk. Also gave me reassuracne.,1,NA,My sister,1,1,8,8,5,7,7,7,1,7,9,1,8,6,6,8,6,8,6,1,5,5,8,9,2,5,8,5,5,8,7,6,7,5,6,5,3,6,3,4,3,6,6,4,6,4,2,4,4,6,5,2,3,3,4,4,4,5,4,4,2,5,4,5,1,3,1,5,1,4,2,4,2,4,1,4,1,3,3,5,1,2,1,5,4,7,2,5,1,4,4,2,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,5,1,3,3,3,3,3,2,2,2,3,3,1,4,3,3,3,3,1,3,4,2,2,3,3,2,2,2,4,3,3,3,3,3,3,2,2,2,3,5,7,104,2,NA,1,NA,2,3,1,NA,134,NA,1,1,3,82,20,46,21,18,15,19,22,12,14
8082,"I was grieving over the death and accepting the death of my father, it led to me dropping my grades and leaving school for almost two weeks at that stage in my life and I just couldn't figure out what was considered the next step","I was angry, upset, depressed and overall just scared","I was just brushing my teeth and looked up at the mirror and everything just kinda came flowing down, I went to my moms rooms crying and just went to her, she consulted me explaining that even though he may be gone its a natural part of life and that she could only offer me so much advice cause my pain as a son is different from a wife's pain",1,NA,No one else,1,2,9,7,1,9,7,9,1,9,9,1,9,5,7,9,5,9,7,1,5,1,9,9,1,9,1,1,7,9,6,6,7,5,5,7,5,3,6,4,2,6,7,6,2,6,1,4,5,2,6,2,2,5,2,1,4,4,4,4,2,4,2,3,2,3,2,4,2,4,2,4,2,4,2,3,2,3,2,4,2,4,2,6,6,6,1,6,2,5,6,3,5,4,3,2,4,2,2,4,5,2,2,2,1,2,3,1,5,2,4,3,3,2,2,4,2,4,2,4,4,1,3,2,3,3,2,3,2,4,2,4,2,3,1,3,3,2,4,2,4,4,3,3,2,4,7,14,104,1,NA,1,NA,2,3,1,NA,134,NA,2,1,2,87,7,45,27,25,20,20,9,6,16
8083,I had found out that my ex-boyfriend had cheated on me while he was on deployment.,I was very sad and angry.,My mother tried to comfort me but made it a little worse because she was just saying bad things about him.,1,NA,No one else,2,1,5,6,3,7,7,7,3,7,6,5,6,6,6,7,7,7,7,2,6,2,5,7,2,5,7,3,7,5,5,4,5,5,5,5,2,4,4,5,4,5,5,3,5,5,5,4,4,4,4,4,4,3,4,6,4,3,4,3,3,4,2,3,3,3,2,3,2,2,4,2,4,3,2,3,4,3,3,3,2,3,3,4,5,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,4,3,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,4,2,4,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,3,2,7,103,2,NA,1,NA,1,3,2,NA,6,NA,1,1,3,71,20,45,17,18,11,17,17,19,18
8084,I was angry that I had miscalculated the number of units that I needed to graduate and would have to take one quarter longer to graduate.,I was feeling angry and sad.,"My mom was generally comforting, she didn't add on any stress by getting upset with me. They did however, remind me to pay more attention.",1,NA,N/A,1,1,5,7,3,7,3,6,1,7,1,1,5,5,7,7,6,5,6,1,1,1,5,5,1,1,5,1,3,3,5,5,5,5,5,7,5,1,4,2,2,4,6,5,3,4,2,3,4,5,2,4,4,5,3,3,3,5,3,4,3,4,2,3,2,3,2,3,1,3,2,3,2,3,2,3,3,3,3,3,2,3,2,4,3,5,2,5,4,4,4,3,4,5,5,3,4,4,4,4,3,2,2,4,4,3,4,5,2,2,3,5,1,2,2,5,4,5,2,4,2,2,2,1,2,2,3,2,1,4,2,4,4,5,5,2,1,1,2,4,1,1,2,4,2,1,11,14,99,1,NA,1,NA,2,13,1,NA,123,NA,1,2,6,63,9,26,11,21,20,12,12,11,13
8085,I was upset because I had lost the championship for middle school football.,I just felt a bit disappointed that we couldn't come out on top. I felt that I should have done more.,My grandma told me that it was ok and that there was always next year to try to win the championship. She told me that I had tried my best and that that was good.,3,Grandmother,N/A,1,2,6,9,1,9,9,9,1,9,7,1,8,9,7,9,7,9,9,1,7,1,9,9,1,8,9,1,7,9,6,5,5,6,5,7,7,1,7,1,1,6,5,4,1,3,1,4,7,1,5,1,1,6,1,1,1,7,5,5,3,4,1,5,1,4,1,5,1,5,2,4,1,5,1,5,1,4,1,5,1,5,1,7,7,7,1,7,1,7,7,1,5,5,5,2,5,2,2,5,2,2,2,4,2,2,5,5,1,2,4,4,1,1,1,4,5,5,1,4,2,2,2,1,1,1,5,2,1,4,1,5,1,5,1,1,1,1,1,1,2,1,2,2,2,1,3,28,103,1,NA,1,NA,1,3,2,NA,6,NA,1,1,4,93,7,55,26,26,24,20,4,4,6
8086,I just came to America and got bullied for almost two years.,"I felt scared, sad and confused. I couldn't really make new friends because I was still trying to learn English and I felt lonely.","At first, I don't even know why I was scared to tell my mom(since my dad was still in China), but I was scared to tell my mom. After my parents found out I'm getting bullied at school my mom went to the school and reported the problems. They also let me transfer to another school and it helped a lot with my emotions. I made new friends, improved my grade and my personality.",1,NA,my father,1,2,7,9,5,8,9,6,3,8,8,4,7,9,7,7,8,8,8,2,7,3,6,7,5,4,8,4,6,7,7,6,7,5,5,6,4,2,5,1,2,7,7,6,3,6,2,5,4,2,5,6,1,6,2,2,3,5,5,4,4,4,2,3,3,3,2,4,2,4,3,3,3,4,1,4,2,4,3,4,3,3,3,5,5,7,5,6,3,5,5,4,3,3,4,2,3,3,3,4,1,2,4,5,4,2,4,5,2,2,4,5,2,2,2,4,4,4,2,4,3,3,4,3,1,1,3,3,3,3,2,5,4,3,3,4,3,1,3,3,3,2,2,4,1,3,8,2,104,2,NA,1,NA,1,1,2,NA,6,NA,1,2,3,80,26,56,18,22,21,22,9,7,16
8087,I've been depressed at school and just feel lonely and isolated.,Feeling depressed and apathetic.,"My feelings were not discussed but my mother called me to check up on me and we talked for a while about her job and what she's been doing. Although direct assessment of my feelings where not discussed, her simply calling me means a lot.",1,NA,N/A,2,2,6,6,3,7,6,8,3,6,6,1,7,4,5,7,5,5,5,1,5,1,6,5,1,6,5,1,5,7,5,4,6,5,4,7,5,2,6,2,1,5,6,5,5,2,1,3,6,2,6,5,2,2,2,1,3,4,6,5,5,5,4,5,1,2,2,4,2,5,4,4,2,4,2,4,2,3,4,4,2,5,4,5,5,7,3,5,1,5,6,2,5,4,4,5,5,4,1,2,5,1,1,4,2,5,4,2,5,1,4,4,1,4,4,4,3,3,3,4,3,1,4,1,4,5,2,4,1,3,2,3,2,5,2,4,1,4,1,4,4,1,4,5,4,1,5,15,103,1,NA,1,NA,1,3,2,NA,7,NA,1,2,3,68,11,37,17,25,16,20,11,5,12
8088,I was upset because I had been self-isolating since I tested positive for covid-19. I eventually got very fed up and was furious when I had heard my parents ranting to my brother on how I think I'm in a hotel.,I felt angry and disappointed.,"My mother said that it's okay and that it will be over soon, I'm just going crazy in here by myself. She said that my parents love me and only want what's best for me.",1,NA,Technically my father but he didn't say anything.,2,2,1,8,3,4,5,1,7,1,6,9,4,1,1,3,1,1,1,4,2,5,1,1,7,1,1,9,5,9,1,4,2,4,6,3,1,7,2,5,7,4,5,3,7,5,4,1,2,7,1,1,6,1,6,2,2,1,1,4,3,4,1,4,1,4,1,4,2,4,2,5,1,5,2,4,1,5,1,3,1,4,1,3,7,7,2,3,4,7,5,4,5,5,5,2,5,5,1,3,2,2,1,1,3,2,4,4,1,2,5,5,1,1,1,5,5,4,2,4,2,1,2,1,1,1,4,2,1,4,1,5,2,4,1,2,2,1,1,1,1,2,2,5,2,1,4,11,104,1,NA,1,NA,2,35,1,NA,1236,NA,1,2,6,27,44,28,3,12,6,7,27,19,13
8089,"At the time, I had most recently experienced a breakup from a very long-term relationship.","I had been feeling angry, sad and confused upon the entire situation at hand.","To help me manage my emotions of anger, my parent helped me to understand that my feelings were valid and normal. They had also mentioned that they too had experienced a similar instance where they felt the same as I did. To help me manage my emotions of sadness, my parent gave me space to to grieve by giving me alone time or being there when I needed them physically, i.e, hugs.",1,NA,No one,1,1,9,6,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,5,1,9,9,2,9,9,2,5,9,6,6,6,6,6,7,4,3,4,4,3,6,6,4,5,4,2,3,5,3,3,3,3,3,4,3,4,3,3,4,3,4,2,3,3,3,2,4,2,3,3,3,2,4,2,4,3,2,2,4,2,3,2,5,2,5,2,7,2,4,4,2,3,3,4,2,4,2,3,3,2,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,3,2,4,2,2,1,2,4,2,4,2,2,1,2,2,2,1,1,2,2,2,2,5,13,104,2,NA,1,NA,1,3,2,NA,9,College Dorm,1,1,3,99,9,52,27,22,14,15,15,11,15
8090,I was upset because I had a lot going on in high school. I had lots of anxiety with school work and then I would come home to help with my fathers health conditions.,"Anxious, sad, impatient","When I told my mom how I felt, she let me transfer to an online charter school to ease my worries. She listened and understood that the situation wasn't easy for me and gave me the opportunity to grow.",1,NA,Nobody,1,1,7,5,5,5,7,9,1,8,7,2,7,9,9,9,7,4,7,1,6,6,4,7,3,7,8,4,4,7,7,5,5,6,4,4,2,5,3,5,5,2,2,4,6,3,4,3,3,5,2,2,6,4,5,5,6,3,2,4,4,3,5,4,4,5,3,3,4,4,3,4,4,3,3,4,3,4,4,4,3,4,4,2,4,6,4,4,4,4,4,5,4,4,5,5,4,3,3,4,2,2,1,3,4,3,4,2,3,4,4,5,5,2,3,4,3,4,4,1,2,3,5,2,4,4,3,4,3,1,2,2,3,2,2,4,4,4,3,4,3,2,4,2,3,4,5,7,104,2,NA,1,NA,1,3,1,NA,1234,NA,1,1,3,83,22,45,15,12,13,9,21,20,16
8091,I was angry because I didn't know how to park since I'm learning how to drive and it makes me very angry that I don't know how to control the car.,"I was feeling angry, sad because idk how to drive and most people of my age does.",My father told me to calm down that everything was going to be fine that I just needed practice to know how to park myself while he was telling me step by step how to do it to be able to park successfully.,2,NA,my sisters,1,2,2,9,4,6,7,5,6,9,1,4,9,9,1,7,9,9,3,1,5,6,9,4,1,1,7,5,1,2,6,4,5,5,4,5,5,3,4,4,1,5,5,4,1,1,1,3,5,3,3,4,1,4,2,1,1,4,4,3,3,4,2,3,3,2,1,5,1,3,2,2,4,5,1,5,3,3,1,5,1,1,2,4,4,7,2,6,5,4,1,1,2,3,2,1,2,3,3,4,3,1,3,3,3,2,4,4,3,1,2,3,2,3,3,2,2,4,2,2,3,3,4,4,1,4,2,4,4,1,2,1,4,2,2,4,4,2,2,4,2,4,4,2,4,2,4,20,104,2,NA,1,NA,2,3,1,NA,124,NA,1,1,4,55,27,41,19,19,17,15,9,4,10
8092,"My ""uncle"" who is really just a close friend of my father's whom we live with him and his whole litter of family members, had just blown up at me for continuously putting the dishes I was using next to him to clean as he was already washing the pots and pans his brothers had used to dirty the entirety of the cooking/prepping area. I was very confused as to why he would yell at me, the only person in the house of 7 people (besides my father) who even thinks to help him with any housework.",I was feeling beyond upset because I definitely felt like it was an act of exclusion in the most abstract situation and under the most backwards contradicting conditions.,"My parent simply told me to breathe and breathe deeply first, and to then realize it would most likely be something going on with his day not with the situation. He always points me to a direction of calmness and pacifism.",2,NA,N/A,1,2,8,5,7,6,7,6,8,4,7,7,8,8,7,8,8,8,5,2,7,5,3,7,7,7,8,7,6,8,5,5,6,7,6,6,5,1,6,1,1,7,1,6,1,2,1,7,7,1,7,1,1,6,2,1,6,6,7,5,3,4,1,3,2,3,1,4,1,3,3,3,4,4,2,3,4,4,2,4,1,4,3,7,7,7,2,7,4,7,7,1,4,4,5,5,4,3,5,5,3,2,4,1,4,2,4,5,2,1,3,4,2,3,2,4,4,4,2,5,4,4,2,3,1,1,3,3,1,2,4,4,4,3,3,3,2,4,4,2,1,1,1,4,1,2,10,10,102,1,NA,1,NA,1,4,2,NA,9,Relative Friend of Family,1,1,1,75,43,48,18,20,23,28,5,4,10
8093,I was overwhelmed by schoolwork and my job at school and other family issues going on at home.,I was feeling anxious and sad at the moment.,I called my mom feeling very homesick and told her that I wanted to come home. I talked to her about what was bothering me and why I was so overwhelmed with everything going home at school. She told me that I could com home anytime during the week and called me everyday since to talk to me about my day.,1,NA,N/A,3,1,9,9,1,7,7,9,1,9,5,1,9,9,9,9,9,9,9,1,3,1,9,9,1,5,9,1,3,9,7,7,7,7,7,7,7,2,7,1,1,7,7,6,1,4,1,6,6,1,6,1,1,7,1,1,4,6,7,5,3,5,1,5,2,2,1,5,1,5,3,5,2,5,2,3,2,2,3,5,2,5,2,5,7,7,1,5,1,7,7,3,4,4,3,2,5,3,3,5,2,2,2,3,2,2,3,4,2,2,4,3,2,2,2,2,3,3,2,1,4,3,3,1,1,4,2,2,1,4,2,3,4,3,4,3,3,3,4,2,2,2,2,2,2,2,1,5,104,2,NA,2,NA,1,1,1,NA,16,NA,1,2,8,97,7,45,23,27,26,26,5,4,10
8094,I was upset because of school.,I was feeling anxious about school and the future and all of the various things that I need to do.,My mom just helped me focus my thoughts and plan out the things I want to do for the rest of the school year and how to get those things done.,1,NA,NA,1,2,6,8,1,7,4,9,1,9,1,1,9,9,7,8,9,1,4,1,6,1,7,9,2,4,3,1,6,8,6,6,6,6,6,6,6,2,5,2,2,5,5,4,3,3,1,3,6,3,5,2,2,5,2,3,1,5,5,4,3,4,2,4,2,4,2,5,1,4,2,4,2,5,1,4,2,4,3,4,2,4,1,5,6,7,2,7,2,6,5,2,3,2,4,2,3,2,3,4,1,2,1,1,4,2,4,4,1,1,3,2,2,3,3,3,4,4,3,3,2,2,2,2,3,1,2,2,2,4,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,11,6,103,2,NA,1,NA,1,1,2,NA,6,NA,1,2,7,79,8,43,12,22,20,18,10,8,8
8095,I was upset because of an injury to my hamstring. My hamstring was preventing me from competing in sports and keeping me from my passion and I was impatient with my healing process.,Sad and angry,My mom told me that it is ok to feel upset about my setback/injury. She told me to be patient with myself and that in time I would be back on the field.,1,NA,My teammates,3,1,7,7,1,8,8,9,1,9,8,1,8,8,8,8,6,5,7,1,7,1,7,7,2,6,7,1,6,9,6,5,6,6,5,6,5,1,4,6,1,6,5,5,1,5,1,5,5,1,5,2,1,5,1,1,4,5,4,2,4,2,3,2,3,2,2,3,1,3,4,3,3,3,3,3,4,3,4,4,3,3,4,5,5,7,1,5,2,5,5,1,2,2,3,3,3,3,3,2,4,1,4,2,4,4,2,3,3,1,3,3,4,4,4,2,2,2,4,2,3,3,4,2,3,4,2,4,4,2,3,2,5,2,3,4,2,2,2,4,4,2,4,4,4,5,9,7,102,2,NA,3,NA,1,3,2,NA,7,NA,2,2,6,87,8,50,18,20,20,20,4,4,17
8096,two people i thought would be my friends forever dropped me like i was nothing,"worthless, unworthy of love and friendship, trashy, depressed, constantly anxious, sick to my stoamch, heavy chest, tight throat, emotional, sensitive, hopeless, cold",my mom told me it will be okay and friends come and go and to don't give so much of myself to others because i just keep getting hurt. she siad she loved me and that it's going to be ok.,1,NA,brother,1,2,9,9,2,9,9,9,1,9,9,1,9,5,9,9,9,9,9,1,6,5,9,9,1,9,9,1,9,9,5,4,6,4,4,5,4,2,3,3,4,4,7,4,2,4,1,3,1,1,3,2,1,3,1,2,1,2,2,3,2,4,5,3,2,3,1,5,1,4,2,5,2,5,1,4,3,3,1,4,1,3,4,7,7,7,2,7,2,6,5,2,2,5,5,2,3,2,2,5,2,2,2,1,2,2,3,3,2,3,4,5,5,2,2,5,4,5,2,5,1,2,4,1,1,1,5,4,4,3,2,2,2,3,2,5,1,2,2,2,1,1,2,5,2,5,4,22,102,2,NA,1,NA,2,1,2,NA,9,NA,1,1,3,99,12,56,27,16,13,12,6,8,10
8097,"I was extremely overwhelmed with balancing, school, extracurricular activities, my social life, my sorority, and my mental health.",I felt extremely overwhelmed and anxious.,My mom asked me how I was doing and when I expressed that I was stressed but in a way that showed I didn't really want to talk about it and she left me alone to calm down.,1,NA,No one,1,2,9,4,1,3,2,9,1,8,6,2,4,6,8,7,9,9,9,1,4,1,8,9,2,1,8,1,3,3,7,6,4,4,4,6,6,7,5,2,4,6,7,4,3,7,3,5,5,2,4,2,2,6,6,4,1,4,5,3,4,5,2,2,4,2,2,4,2,2,2,3,5,5,2,3,3,2,4,5,1,2,2,4,6,7,2,4,2,5,7,2,2,4,4,2,1,2,4,2,3,2,5,3,2,2,3,4,3,3,4,5,4,2,2,5,5,5,2,2,1,2,4,2,2,1,2,4,1,2,1,4,2,2,2,3,1,1,1,2,1,1,3,5,2,2,10,17,104,2,NA,1,NA,1,12,1,NA,12346,NA,1,2,6,77,9,34,18,23,20,20,18,13,12
8098,"I was upset because I was not on top of all my work, and I was falling behind in my assignment which caused me to be very upset with myself.",I was feeling very disappointed and upset with myself,My parents gave me a big hug and talked it out with me. They said that it was okay and that just because I was falling behind didn't mean everything was going to turn out bad in the end.,1,NA,My dad and siblings,1,1,6,6,3,7,8,8,1,9,6,2,8,6,6,6,6,7,6,2,6,5,8,7,6,9,8,4,7,7,6,5,5,5,5,4,3,5,3,5,4,5,3,3,6,7,2,1,2,6,2,7,5,2,3,3,7,3,3,3,3,4,2,2,4,3,3,4,2,3,3,3,3,4,2,3,3,3,2,4,2,3,4,4,4,6,3,4,1,5,7,4,5,2,2,3,5,4,3,2,4,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,4,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,9,26,104,2,NA,1,NA,1,3,1,NA,1234,NA,1,1,4,78,23,45,24,12,11,11,20,14,26
