StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ierc_1a,ierc_1b,ierc_2,ierc_3,ierc_3_3_TEXT,ierc_4,ierc_5,ierc_6,IRIS_1,IRIS_2,IRIS_3,IRIS_4,IRIS_5,IRIS_6,IRIS_7,IRIS_8,IRIS_9,IRIS_10,IRIS_11,IRIS_12,IRIS_13,IRIS_14,IRIS_15,IRIS_16,IRIS_17,IRIS_18,IRIS_19,IRIS_20,IRIS_21,IRIS_22,IRIS_23,IRIS_24,IRIS_25,IRIS_26,IRIS_27,IRIS_28,ier_eff1,ier_eff2,ier_eff3,ier_eff5,ier_eff6,PPASS_1,PPASS_2,PPASS_3,PPASS_4,PPASS_5,PPASS_6,PPASS_7,PPASS_8,PPASS_9,PPASS_10,PPASS_11,PPASS_12,PPASS_13,PPASS_14,PPASS_15,PPASS_16,PPASS_17,PPASS_18,PPASS_19,PPASS_20,PPASS_21,PPASS_22,PPASS_23,PPASS_24,SDT_1,SDT_2,SDT_3,SDT_4,SDT_5,SDT_6,SDT_7,SDT_8,SDT_9,SDT_10,SDT_11,SDT_12,SDT_13,SDT_14,SDT_15,SDT_16,SDT_17,SDT_18,SDT_19,SDT_20,SDT_21,SDT_22,SDT_23,SDT_24,BNSR_1,BNSR_2,BNSR_3,BNSR_4,BNSR_5,BNSR_6,BNSR_7,BNSR_8,BNSR_9,CERQ_1,CERQ_2,CERQ_3,CERQ_4,CERQ_5,CERQ_6,CERQ_7,CERQ_8,CERQ_9,CERQ_10,CERQ_11,CERQ_12,CERQ_13,CERQ_14,CERQ_15,CERQ_16,CERQ_17,CERQ_18,DERS_1,DERS_2,DERS_3,DERS_4,DERS_5,DERS_6,DERS_7,DERS_8,DERS_9,DERS_10,DERS_11,DERS_12,DERS_13,DERS_14,DERS_15,DERS_16,DERS_17,DERS_18,DERS_19,DERS_20,DERS_21,DERS_22,DERS_23,DERS_24,DERS_25,DERS_26,DERS_27,DERS_28,DERS_29,DERS_30,DERS_31,DERS_32,DERS_33,DERS_34,DERS_35,DERS_36,age#1_1,age#2_1,age#3_1,gender,gender_5_TEXT,s_orientation,s_orientation_6_TEXT,relationship,race,home,home_3_TEXT,home_who,home_who_9_TEXT,dependent,first_gen,income,id
2/21/22 15:37,2/21/22 15:42,1,100,292,1,2/21/22 15:42,R_1i2Q1ynKgWYqJSX,preview,EN,Cuz emotions,BAD,Nothing,3,9999,9999,1,2,9,3,9999,5,9999,5,9999,5,9999,9999,9,9999,9999,1,9999,9999,9999,1,1,9999,5,5,9999,6,9999,4,9999,5,7,7,5,6,9999,6,4,5,9999,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,9999,9999,4,9999,9999,5,9999,9999,9999,4,9999,9999,5,9999,9999,4,9999,4,9999,9999,9999,4,9999,9999,7,9999,6,9999,6,9999,9999,5,3,9999,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,5,4,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,3,5,101,2,9999,1,9999,2,1,9999,9999,2,9999,1,2,6,
2/21/22 20:56,2/21/22 21:14,1,100,1028,1,2/21/22 21:14,R_Xji3GaKtdqI0rfz,preview,EN,9999,9999,9999,9999,9999,9999,3,1,6,8,6,3,3,5,1,9,9,7,6,6,4,6,4,5,2,3,1,5,5,5,2,2,2,1,3,6,2,4,7,7,2,7,6,6,4,3,4,5,4,4,4,3,4,7,1,1,4,6,6,6,6,6,6,3,3,5,5,4,5,5,5,3,4,4,4,4,5,4,3,2,2,3,3,2,4,3,4,4,4,7,7,7,7,7,7,7,7,7,5,2,2,3,3,3,3,5,5,5,5,2,2,4,3,3,1,1,5,4,4,4,2,2,3,1,1,5,1,1,5,5,4,4,4,3,3,5,4,3,4,3,5,4,3,1,1,1,2,3,4,4,4,4,1,3,106,1,9999,4,9999,4,4,3,9999,"2,3,4,5",9999,1,2,3,
2/22/22 12:34,2/22/22 12:35,1,100,71,1,2/22/22 12:35,R_2AFtSZ5hE6CPYZa,preview,EN,9999,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,
2/22/22 12:36,2/22/22 12:37,0,100,66,1,2/22/22 12:37,R_2ziLFVoxdRCP3aW,anonymous,EN,THIS IS FOR TESTING SONA AND NOT ACTUALLY REAL DATA,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,58454
3/2/22 12:48,3/2/22 13:07,0,100,1125,1,3/2/22 13:07,R_2VQ2pcUfLBRlAgk,anonymous,EN,I was upset because I was being asked to go to the grocery store during midterms week when I was solely focused on studying for my midterm. The thing that made me upset was that I kept being interrupted and I needed to study to make sure I do good because I bombed the last midterm I did.,"I think it was a mix of stress, anxiety, and constant noise that caused me to become upset","They just tell me to relax and not overwork myself and everything will be okay. They try to be reassuring and always say that ""it's in God's hands"". This does make me feel better most of the time. ",1,9999,My father,1,2,4,7,3,6,7,7,1,9,8,1,7,6,6,6,6,7,7,3,7,3,7,7,6,5,5,6,4,6,5,5,5,5,4,4,3,7,2,3,3,4,5,5,5,4,2,2,2,4,2,2,4,5,5,5,3,4,4,3,2,5,1,3,3,4,3,4,1,4,3,4,3,5,1,4,3,3,2,5,1,3,2,4,5,6,3,4,2,5,6,4,3,4,4,2,2,2,2,4,4,2,2,4,2,2,4,5,4,2,3,3,3,3,2,4,4,2,2,2,5,4,3,2,2,2,2,4,2,3,2,4,3,2,2,3,3,1,4,4,3,2,4,2,3,3,7,15,102,1,9999,1,9999,2,3,1,9999,"1,2,3,4",9999,1,1,5,57443
3/2/22 14:22,3/2/22 14:42,0,100,1193,1,3/2/22 14:42,R_110WTJ3NpVYKyNr,anonymous,EN,I was upset because my car had been broken down for about 2 months and different things continued to break down. ,"Stressed, annoyed, desperate","What my dad did was tell me that it would be a relatively easy fix, and that he would handle the harder component of the labor so that I could focus on the larger problem when he wasn't around to give me a hand. ",2,9999,9999,1,1,3,8,2,4,8,7,5,5,7,1,8,9,8,8,8,8,8,1,5,4,7,6,6,5,5,1,5,5,5,5,6,5,5,6,5,2,5,2,3,4,5,6,4,3,1,3,4,5,4,2,2,5,1,2,4,5,5,4,4,4,3,3,4,2,3,4,1,3,3,2,4,4,3,4,4,3,4,4,2,3,4,6,6,6,3,5,2,5,5,1,5,5,2,5,5,3,1,2,4,2,2,2,2,3,4,4,4,2,3,3,4,5,5,3,2,3,4,3,5,5,5,1,3,3,4,5,2,2,2,2,4,4,4,5,4,4,4,5,5,1,4,4,3,4,1,15,104,1,9999,1,9999,1,3,1,9999,"1,2,4",9999,1,1,5,55894
3/2/22 16:13,3/2/22 16:27,0,100,806,1,3/2/22 16:27,R_5hHYs5gMsmc5FVD,anonymous,EN,"It felt almost as though my parents don't understand that I need to start being on my own, it's been very hard for them to let go of me since I'm the eldest. They need to understand that I can't truly explore or experience anything with them constantly breathing on my neck.","angry, frustrated, exhausted ",My dad tries communicating about it with me while my mom instead pushes the argument and never tries bringing it up again,2,9999,My best friend and sister,1,1,7,5,6,6,2,2,6,4,7,7,6,4,2,4,3,1,3,6,3,8,4,3,7,5,3,8,4,4,3,2,3,4,2,4,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,2,3,4,3,2,3,4,2,3,4,2,3,3,3,2,3,3,2,3,4,5,4,3,4,4,5,3,4,3,4,3,2,3,4,3,4,2,3,2,3,4,3,2,3,3,2,2,3,4,3,2,4,3,2,3,2,3,4,3,2,3,4,3,3,3,3,2,3,2,3,4,3,2,3,4,3,3,2,3,3,3,3,10,5,104,2,9999,1,9999,1,3,2,9999,6,9999,1,1,4,56799
3/2/22 21:40,3/2/22 22:05,0,100,1465,1,3/2/22 22:05,R_rfm1CE1E5GzwlEZ,anonymous,EN,I was upset because I was stressed about family issues while also stressed about  school in general.,I was worried and angry about family issues. ,My mom told my everything would end fine and not to worry about it because everything will cool down soon.,1,9999,no one,1,2,7,9,2,7,7,9,2,9,9,3,6,6,7,8,8,9,8,5,6,7,5,8,2,7,8,2,6,9,7,6,6,5,5,5,6,1,6,6,1,6,5,5,2,3,2,6,6,3,5,3,2,5,2,2,5,5,5,4,4,4,3,4,4,3,2,3,3,3,3,4,2,3,3,4,3,3,3,4,2,3,2,5,4,7,2,5,2,6,6,2,2,2,3,1,4,3,3,3,2,2,5,5,3,2,2,4,3,2,4,4,2,2,2,3,5,5,2,2,1,1,4,1,3,2,2,5,3,2,2,3,2,2,2,3,3,3,2,3,4,3,3,2,3,4,5,5,102,2,9999,1,9999,1,3,2,9999,6,9999,2,1,8,57338
3/2/22 22:12,3/2/22 22:32,0,100,1198,1,3/2/22 22:32,R_2QrnYL2FEceJgBd,anonymous,EN,I was upset because I got cheated on by my boyfriend of 3 years. ,"I was sad, angry, broken, confused, and so many other emotions that I can't even put into words. ",My mom comforted me while I was crying and told me I was worth more than everything I'd been dealing with. She hugged me and told me some of the things she'd gone through (in terms of relationships) when she was younger and told me that I would find someone better. She also told me she doesn't like seeing me in pain because it makes her sad because she doesn't like to see me unhappy.,1,9999,My big sister,1,2,9,9,3,9,7,9,1,9,9,1,9,6,5,9,5,9,8,1,5,8,9,9,6,9,9,1,6,9,4,5,6,4,4,6,5,1,5,4,5,5,3,2,4,4,1,3,4,2,4,4,4,6,1,1,2,4,3,2,2,3,3,2,3,2,1,5,5,4,2,2,2,2,2,4,2,2,5,5,5,1,5,4,4,7,2,2,1,4,5,1,5,5,3,2,5,2,3,4,5,4,1,1,2,2,3,5,5,4,4,5,5,2,5,5,2,5,2,5,3,4,5,2,2,2,5,5,5,1,4,4,5,2,2,5,2,5,3,2,4,2,5,3,5,5,1,3,103,2,9999,1,9999,1,2,2,9999,6,9999,2,2,1,58117
3/3/22 0:22,3/3/22 0:32,0,100,636,1,3/3/22 0:32,R_2DY1JhqNNDMc03T,anonymous,EN,I received emotional support from my parents when I got into an argument with my significant other. ,I was feeling both sad and angry.,I was being comforted by my dad and he would tell me that things would be okay while I explained that my problems to him.,2,9999,"Mother, Uncle",1,2,6,6,6,7,7,7,7,4,7,7,7,5,5,5,7,7,4,3,5,7,7,7,7,7,5,7,5,6,5,5,5,6,5,6,6,6,4,5,6,5,4,3,7,6,6,4,4,6,3,5,6,4,6,6,5,3,3,3,3,4,2,4,2,4,2,4,1,4,4,3,2,4,2,3,2,3,2,4,2,4,4,3,4,4,3,3,4,4,3,4,2,2,4,3,4,2,2,3,2,2,2,3,2,2,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,2,4,3,4,3,4,4,2,3,4,4,4,2,3,3,3,4,4,29,103,1,9999,1,9999,2,1,2,9999,6,9999,1,1,5,58489
3/2/22 17:45,3/3/22 10:42,0,100,61001,1,3/3/22 10:42,R_1jcXChZSjZAlQRY,anonymous,EN,"I was upset because when I tried to have a conversation with you, you completely ignored me.",I was feeling angry and frustrated.,Mt parent told be that everything is going to be ok. and then had a conversation about it and went to target.,1,9999,no one,1,2,3,4,5,4,3,2,6,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,6,3,3,7,3,3,5,5,5,5,5,4,3,5,3,4,5,3,3,3,4,5,6,4,3,4,2,5,6,5,5,5,5,4,3,3,4,3,4,2,4,3,4,3,4,1,4,3,4,3,4,2,5,1,3,2,3,2,4,3,2,3,3,3,5,2,3,5,3,3,2,4,3,3,1,2,3,1,1,1,2,3,2,2,3,2,1,2,4,5,5,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,1,104,5,9999,1,9999,1,8,1,9999,"1,2,3",9999,1,1,8,58277
3/3/22 11:20,3/3/22 11:34,0,100,840,1,3/3/22 11:34,R_3G3P3Rcj1QtfIdQ,anonymous,EN,Deciding to change my major,Frustrated,My mother helped me to understand that just because I have been set on something for so long doesn't mean that I have to do it.,1,9999,Father,1,1,4,7,1,7,7,6,1,5,6,1,8,8,8,8,4,7,4,1,6,1,6,4,6,1,6,1,1,4,6,6,4,6,4,5,5,5,3,3,2,5,5,4,5,2,1,3,3,5,4,1,1,3,5,2,1,3,3,4,3,4,1,5,1,4,1,4,1,5,2,4,2,4,1,5,1,3,4,3,2,5,2,3,4,4,2,2,2,3,3,1,5,4,2,1,5,3,1,2,2,2,1,3,2,1,3,2,1,2,2,1,1,1,1,1,4,1,1,2,1,2,2,1,1,1,4,2,1,4,1,4,4,5,2,2,1,1,1,1,1,1,2,2,4,1,8,9,104,1,9999,1,9999,1,3,1,9999,"1,2,3",9999,1,2,2,58162
3/3/22 13:39,3/3/22 14:01,0,100,1312,1,3/3/22 14:01,R_3qmqinHkSUH0hOH,anonymous,EN,I sometimes felt lonely and stressed because I couldn't find a thing that can develop my skills.,Lonely and stressed,"They simply told me about their stories that happened at my age, and I often find similarities, so I felt that I'm not lonely.",2,9999,normal chat and laughing,3,2,9,9,1,9,9,9,1,9,9,1,9,9,9,9,9,1,9,1,9,1,9,5,2,9,9,1,9,9,7,7,7,7,7,7,7,7,7,1,1,7,7,7,1,7,1,7,7,1,7,4,1,4,1,1,4,7,7,5,1,5,1,5,5,5,5,5,1,5,5,5,2,5,1,5,2,4,1,5,1,5,1,7,7,7,1,7,1,7,7,1,4,3,5,2,3,3,3,5,2,2,3,4,4,2,4,2,1,1,4,5,2,2,1,2,4,4,2,4,4,3,2,1,1,1,4,2,1,3,4,3,1,3,4,2,1,1,4,1,3,1,2,3,1,1,4,16,102,1,9999,2,9999,1,1,2,9999,6,9999,2,2,6,52543
3/3/22 14:16,3/3/22 14:41,0,100,1493,1,3/3/22 14:41,R_111te5fRxameamh,anonymous,EN,I was homesick.,I was sad because I missed home and my family.,I was just catching up and talking to my parents. They would tell me that they miss and love me.,3,Both,My parents and my sister,3,1,8,8,1,8,8,8,3,8,9,1,9,8,8,8,8,8,9,1,9,3,8,8,2,5,7,2,7,9,5,5,5,5,5,5,4,3,5,5,3,5,5,5,4,2,2,4,5,2,6,2,3,4,4,3,2,4,5,3,2,4,3,4,4,3,2,4,4,3,3,4,4,4,3,2,3,3,3,4,3,3,4,6,5,6,3,5,4,5,5,4,2,3,2,3,3,3,4,2,3,2,2,3,2,4,3,2,5,2,3,4,2,3,4,4,3,4,2,3,4,4,4,2,2,2,1,3,3,2,4,3,3,2,3,4,1,3,4,4,3,3,3,3,2,4,4,13,104,1,9999,6,Queer,6,1,2,9999,6,9999,1,2,8,57508
3/3/22 14:17,3/3/22 15:20,0,100,3794,1,3/3/22 15:20,R_pnJVOh4UJPCu30l,anonymous,EN,"My anger stemmed from a domino effect of events. During the summer heading into my first quarter of college, my parents forced me to go on a trip to Las Vegas with them and, even though I was grateful for a trip not everyone gets to experience, I wasn't happy throughout the trip, because I had nothing to do. When I got back, my aunt invited me to go to the beach, but the Vegas trip tired me out and I wanted to do something I actually wanted to do. Unfortunately, my parents and aunt ridiculed me for not going, saying I was lazy. Then at night, when I wanted to eat at home, considering we at out everyday as Vegas, my parents again forced me to go with them. When we got back home, I was finally able to do something I enjoyed, video games. However, before I could even play for 30 minutes, my mom started yelling at me to go to bed and threatened to throw away my xbox, something I payed for myself. At that point I was extremely angry of having absolutely no control over my life. I was frustrated at never having a say in anything and never getting options. I was angry at constantly pushing aside my happiness and being ridiculed for just taking time to enjoy the things I liked.    ","I was angry and sad at the same time. I was made of all the things that happened, but also sad that my parents didn't consider how I was feeling at the time. I didn't want to interact with anyone the next few days and locked myself in my room. I was tired of living a life my parents wanted, not the one I wanted.  ","My dad finally sat me and my mom down and we all had a discussion about why I was so angry. I told them about why those events made me feel like my life was being controlled, even though I was 18 years old already. My dad said he understood how all the events that happened could've made me feel restricted from simply living my own life. My mom didn't see it that way, but thats the difference between them. My dad sees and treats me like a man or an adult, while my mom still sees me as her little boy and thus treats me like one. My mom told me I was acting out and being disobedient. However, my whole childhood, I've foregone birthday parties with friends, events, basketball games, vacations to do things my parents wanted. I never enjoyed school, but I went to the library to study for my parents. My dad understood this, but also told me that isolating myself wouldn't fix any problems. So he made a deal with me. I would get to dictate my own life more, now that I was older. This meant a giving me a choice on whether I wanted to participate. This also meant not isolating myself any longer and communicating my anger sooner in the future and not letting it build up. My mom on the other hand, was now angry at me and my dad. She went on her phone and told my aunts how rude I was to want some independence in my life as an adult. I still live under her roof so I still abide by her rules, but having to live a life thats only in the realm of want my parents condemned seemed unfair to me.  ",2,9999,mother,1,2,8,7,7,8,7,7,6,8,7,6,6,8,6,6,7,7,7,6,8,1,3,7,5,2,3,5,6,7,6,5,5,6,5,6,3,2,3,3,4,4,5,5,2,4,2,3,3,3,3,4,3,5,1,3,5,5,4,3,4,4,3,4,5,2,3,2,2,2,4,2,3,3,3,2,5,2,5,4,4,2,3,3,5,6,4,5,2,4,5,4,3,4,2,3,2,5,2,3,5,2,2,1,2,3,2,4,3,3,3,4,3,2,3,4,1,4,2,4,3,4,5,4,2,4,3,5,4,1,3,3,2,2,3,5,2,2,4,2,3,3,5,3,3,2,1,29,104,1,9999,1,9999,1,1,1,9999,"1,2",9999,1,2,8,58465
3/3/22 15:51,3/3/22 16:15,0,100,1448,1,3/3/22 16:15,R_BxoVuuFKjyjkMM1,anonymous,EN,"I was mentally upset and tired, there was a lot of work for me to do with my classes and the finals were not helping me at all. ","I was sad, anxious, desperate, and tired. ","I don't really get much interaction with my parents through the week, So when they were there to listen to me and help me mentally and physically it was something that made me regain my mental health to keep pushing. My parents were cheering me on, giving me advices about the adult life, and how to organize my days by managing my time more responsibly. ",1,9999,Dad,1,1,7,9,1,9,9,6,1,9,7,4,6,4,5,7,6,7,4,2,8,6,8,7,1,8,7,3,7,7,6,6,5,6,6,7,4,7,4,4,2,6,4,4,4,4,4,4,5,4,4,7,4,4,4,1,4,6,6,4,4,3,3,3,4,1,3,3,3,2,5,5,5,3,5,3,5,5,5,2,2,2,5,1,4,5,2,1,1,7,5,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5,1,1,1,3,1,5,3,1,1,1,3,3,3,3,3,2,5,2,3,2,3,2,1,1,1,5,1,1,3,3,3,11,26,104,1,9999,1,9999,1,3,2,9999,6,9999,2,1,3,58279
3/3/22 15:52,3/3/22 16:19,0,100,1640,1,3/3/22 16:19,R_2U6hPvlZiCnr0aZ,anonymous,EN,I had failed my permit test,I was mad at myself and i felt like a failure,She told me that I should've studied more and then proceeded to tell me there there is always next time,1,9999,no one else,1,2,9,1,7,6,1,1,1,4,4,7,4,1,1,5,1,1,1,1,5,1,1,3,9,1,1,7,1,5,1,3,4,1,2,6,1,5,4,7,5,2,4,3,7,7,2,1,3,7,2,7,3,3,6,3,7,2,2,3,5,3,3,3,5,3,4,3,3,2,4,3,5,3,4,3,4,4,4,4,3,2,5,3,4,6,4,4,7,4,5,6,4,4,2,4,4,4,2,1,4,1,1,3,2,3,2,3,2,1,3,2,3,2,4,2,1,2,4,2,3,3,5,4,1,3,2,5,3,1,4,2,4,1,4,1,4,4,4,2,2,4,2,2,4,4,7,27,104,3,9999,2,9999,1,1,1,9999,"1,2,4",9999,1,1,6,55974
3/3/22 22:11,3/3/22 22:31,0,100,1177,1,3/3/22 22:31,R_0DGy7erlMOkcxQR,anonymous,EN,I was upset because I could not go home.,I was sad and felt alone.,My mother attempted tp help me and ensure everything would be fine.,1,9999,My oldest brother,2,2,7,7,6,5,6,8,8,7,9,5,9,8,7,7,8,8,8,5,6,5,7,8,5,9,7,4,7,9,7,7,7,6,6,5,5,4,4,4,3,6,6,6,3,5,2,6,6,2,5,2,2,6,2,2,2,5,4,4,4,5,4,4,3,3,1,4,1,4,2,3,3,4,3,4,4,3,2,4,2,3,3,6,2,7,1,6,1,6,5,2,3,3,4,4,3,4,2,4,4,2,3,3,3,3,3,4,3,3,2,3,4,3,4,2,2,4,3,3,4,3,5,4,3,3,3,5,5,2,4,2,4,2,4,5,4,3,4,4,3,3,4,2,4,5,5,31,103,2,9999,1,9999,2,3,2,9999,6,9999,1,1,2,58472
3/3/22 22:53,3/3/22 23:13,0,100,1224,1,3/3/22 23:13,R_1OwvSepO5015HsD,anonymous,EN,I felt like one of my parents wasn't treating me fairly over a topic that wasn't that serious. ,I was angry and anxious.,I turned to my mother for help just for validation. She knew I was in the right and helped console me while still instilling respect for the other party.,1,9999,my sister,1,2,7,6,3,7,8,9,3,9,9,2,7,1,7,7,4,4,8,3,2,7,7,8,6,4,6,9,3,8,5,3,5,3,3,7,5,7,5,7,7,4,5,2,7,6,5,4,6,5,3,6,5,3,5,5,4,3,3,2,4,4,2,1,5,2,4,5,4,2,4,2,4,4,3,5,3,2,4,4,2,3,4,7,6,6,2,6,3,7,6,5,4,2,5,2,5,5,2,4,5,2,1,4,1,3,4,2,5,1,2,5,5,3,2,5,3,5,3,3,4,2,4,4,5,5,4,5,5,3,2,2,5,2,2,4,4,4,4,5,5,4,5,3,5,5,6,30,104,2,9999,1,9999,2,6,3,Home and Dorm,"1,2,3,4,6",9999,1,1,5,57902
3/4/22 0:06,3/4/22 0:37,0,100,1827,1,3/4/22 0:37,R_sClQ8wtCUcx7pbb,anonymous,EN,The only time I can recall receiving emotional support from my mom that actually helped me was after I opened my college acceptance letters. I applied to about 5 different colleges and was rejected from 3 of them on the same night. ,That night was really hard for me. I'm not the best student but academic validation means a lot to me so receiving all these rejection letters all at once hurt a lot. I felt so incredibly heartbroken and unwanted. I took these rejection letters very personally.,"My mom came into my room and saw me bawling my eyes out to my older sister and then hugged me. She reassured me that whatever school I got into didn't matter to her and didn't define me as a person. After that, she prayed for me while holding me in her arms. ",1,9999,My older sister,1,1,5,8,1,6,6,9,1,3,3,2,8,3,5,6,3,8,6,1,6,2,6,2,1,9,5,1,2,6,7,5,5,4,4,6,2,6,1,2,7,1,7,6,2,1,3,1,1,4,1,4,7,1,5,5,2,1,1,3,3,3,4,3,5,4,2,3,3,3,4,4,2,4,4,2,5,4,2,3,3,2,5,1,1,2,5,1,7,1,1,6,4,5,4,2,3,4,2,4,5,4,2,1,2,4,2,2,4,4,3,5,2,2,2,5,4,5,2,4,3,4,5,5,4,4,4,5,5,1,3,2,5,2,2,5,5,2,3,4,4,5,5,4,5,5,8,21,104,1,9999,1,9999,1,1,1,9999,"1,2,4",9999,1,1,7,57328
3/4/22 0:39,3/4/22 0:57,0,100,1096,1,3/4/22 0:57,R_09hmeK1YA5x23sZ,anonymous,EN,It was when I went back to my hometown. All my family was meeting at my Tia's house and someone needed to pick up my Grandma from the airport and my mom didn't want me to go because of covid and i didn't listen so i started to get really upset.,I was sad and angry  because its been years since i've seen my grandma and i wanted to surprise her  ,My mom had to calm me so we wouldn't get into an argument. She let me go but later i didn't end up going because something came up.,1,9999,9999,1,1,9,9,2,9,9,9,1,9,9,1,8,8,9,8,8,8,8,1,8,1,8,8,1,9,9,2,7,9,6,6,7,7,7,7,6,1,7,1,1,7,7,1,2,5,2,7,7,2,7,2,1,5,2,1,4,7,7,4,3,4,2,3,3,2,2,4,2,2,3,2,3,4,3,4,4,2,3,4,2,2,4,6,4,7,1,6,1,7,7,2,2,2,3,2,4,4,2,2,4,2,4,4,4,2,2,2,4,2,4,3,4,4,4,3,3,3,4,2,2,1,3,1,2,3,3,3,2,2,2,2,2,4,2,4,1,2,1,2,2,1,4,2,2,2,5,9,104,2,9999,1,9999,1,9999,2,9999,6,9999,1,1,3,57564
3/4/22 12:06,3/4/22 12:14,0,100,471,1,3/4/22 12:14,R_8euZMimWAhA4skF,anonymous,EN,I was upset because my parents got divorced. They consoled me by explaining that it had nothing to do with me or my siblings and that their love for us will never change. ,i was angry and sad. ,they reassured me that they will always be there for me no matter the relationship with one another. ,3,both,n/a,1,1,9,9,1,9,9,9,1,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,5,9,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,1,7,1,7,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,21,101,1,9999,1,9999,2,3,2,9999,6,9999,2,1,5,57848
3/4/22 14:23,3/4/22 14:54,0,100,1821,1,3/4/22 14:54,R_3M6fYPaGsyGOrWo,anonymous,EN,I was stressed about school and work. ,I was feeling anxious and stressed.,They reassured me and said it was okay and gave me a hug and called me cute comforting names. ,1,9999,No one,1,1,7,7,3,7,7,8,1,9,6,1,9,8,9,9,7,9,8,1,6,1,9,9,5,9,9,1,7,9,7,7,6,6,7,4,6,6,6,3,1,7,1,4,4,6,1,3,6,5,6,2,2,6,4,2,6,6,5,2,3,5,1,4,3,4,2,4,1,5,4,3,3,5,1,5,5,5,3,4,1,4,4,7,7,7,1,6,1,7,7,1,2,4,2,5,4,3,1,3,4,4,2,5,3,2,5,5,2,3,3,2,4,3,4,5,2,3,2,2,4,5,2,3,3,1,4,3,4,3,4,4,4,3,2,4,2,2,2,2,3,2,4,2,3,4,8,1,103,2,9999,1,9999,2,3,2,9999,6,9999,1,1,4,53217
